state,stay,flap
762,0.29867773,0.00000000
763,0.00000000,0.00000000
764,9.76727460,0.00000000
765,9.28393677,0.00000000
766,0.00000000,0.00000000
767,0.00000000,0.00000000
768,0.00000000,0.00000000
769,5.28398735,0.00000000
770,0.00000000,0.00000000
771,0.00000000,0.00000000
772,1.38311827,0.00000000
773,2.32462632,0.00000000
774,5.18552598,0.00000000
775,2.98516837,0.00000000
776,2.37249296,0.00000000
777,0.72179234,0.00000000
778,11.15325592,6.33300540
779,10.62522047,2.39831482
780,1.01915867,0.00000000
781,0.00000000,0.00000000
782,0.14800499,0.00000000
783,7.27913598,0.00000000
784,0.00000000,0.00000000
785,0.00000000,0.00000000
786,9.89243611,0.00000000
787,15.10585076,0.00000000
788,14.42399534,0.00000000
789,14.59675340,0.15029450
790,15.31696831,6.43144320
791,16.07767292,0.13572988
792,16.12641171,5.43663814
793,15.03085378,6.32949772
794,3.60443464,0.00000000
795,1.54619179,0.21233675
796,0.89187694,0.28125848
797,2.91912660,13.35389176
798,0.00000000,0.00000000
799,0.00000000,0.00000000
800,15.13236020,0.00000000
801,16.12568573,2.05776552
802,16.25102731,8.30331390
803,15.68742948,3.07699810
804,15.99070024,3.82091812
805,15.78840168,0.00000000
806,16.24065371,5.89634045
807,16.00218626,8.73562807
808,15.23934340,0.00000000
809,0.79820244,0.14855676
810,1.35393044,0.00000000
811,12.55957419,2.07750174
812,0.00000000,0.00000000
813,0.00000000,0.00000000
814,0.00000000,0.00000000
815,0.00000000,0.00000000
816,0.00000000,0.00000000
817,0.00000000,0.00000000
818,0.00000000,0.00000000
819,0.26638292,0.00000000
820,0.00000000,0.00000000
821,0.14642136,0.14140388
822,0.00000000,0.00000000
823,0.00000000,0.00000000
824,1.03642804,0.00000000
825,0.00000000,0.00000000
826,0.00000000,0.00000000
827,0.00000000,0.00000000
828,0.00000000,0.00000000
829,0.00000000,0.00000000
830,0.00000000,0.00000000
831,0.00000000,0.00000000
832,0.00000000,0.00000000
833,0.00000000,0.00000000
834,0.00000000,0.00000000
835,0.00000000,0.00000000
836,0.00000000,0.00000000
837,1.34525051,0.00000000
838,0.81130780,0.17889436
839,0.00000000,0.00000000
840,0.00000000,0.00000000
841,0.00000000,0.00000000
842,0.00000000,0.00000000
843,1.52047442,0.00000000
844,14.99026506,7.77820144
845,-11.53257456,16.23679005
846,-15.89423084,15.73730803
847,10.16279606,0.00000000
848,0.13396546,15.46892980
849,15.07248443,2.72800989
850,1.03578675,0.00000000
851,0.53207948,15.15208508
852,0.12017632,14.90981263
853,8.62663205,0.00000000
854,-16.00000000,19.67426945
855,-15.87664079,16.87273999
856,-15.33027050,15.82719600
857,14.84404474,4.65097122
858,15.04420858,9.21434417
859,15.10025077,12.41308946
860,14.98269433,1.99996378
861,5.04576366,17.02421773
862,6.81325109,16.51891252
863,13.68148433,16.87312975
864,14.46354069,7.87778475
865,0.37972690,12.64526713
866,2.23888506,0.00000000
867,10.92139055,0.00000000
868,12.46808613,20.81060369
869,-1.41491449,16.80726897
870,-12.21121417,16.85525060
871,15.29176316,5.22324949
872,14.68579371,10.80685614
873,14.58468549,8.03665785
874,14.93979893,11.28213416
875,13.13529485,17.29922243
876,15.85144738,9.43120236
877,15.28914559,4.81004036
878,11.39947399,0.00000000
879,1.05827715,14.92839912
880,0.49833887,0.00000000
881,11.94545434,8.25109762
882,16.42916061,0.00000000
883,-15.46329509,16.56365026
884,8.23812799,16.99075205
885,15.44909820,12.24841572
886,14.04901869,16.64405374
887,13.68700515,2.26620162
888,13.57814153,8.67511748
889,15.73244997,9.42349905
890,14.85623968,13.96730699
891,10.89713478,9.58462528
892,0.60518551,0.00000000
893,0.41012490,0.00000000
894,2.02527811,0.00000000
895,11.60289791,12.98638783
896,0.00000000,0.00000000
897,0.00000000,0.00000000
898,-14.58080834,16.01146343
899,11.93674158,0.00000000
900,9.84982020,0.00000000
901,8.04623561,0.00000000
902,11.02929221,6.51717319
903,3.90553985,0.00000000
904,14.00911275,2.50331921
905,9.95174455,2.57670047
906,0.00000000,0.00000000
907,0.13840500,0.00000000
908,2.78154346,0.00000000
909,11.99882910,12.76611522
910,0.00000000,0.00000000
911,0.00000000,0.00000000
912,2.18749526,0.17508015
913,2.60772103,0.00000000
914,0.76228155,0.00000000
915,3.24111075,0.00000000
916,4.15701853,0.00000000
917,1.11817156,0.00000000
918,2.56445566,16.25085053
919,11.50552069,2.70977562
920,0.00000000,0.00000000
921,0.00000000,0.00000000
922,3.06491798,0.67988947
923,11.61028675,4.49527437
924,0.00000000,0.00000000
925,0.00000000,0.00000000
926,2.36711654,0.16068984
927,2.90809953,0.00000000
928,0.71878831,0.22481853
929,3.82509950,0.66238700
930,2.49511459,0.23027232
931,1.33075266,0.00000000
932,14.09299301,0.00000000
933,11.06665220,2.59799275
934,0.00000000,0.00000000
935,0.00000000,0.00000000
936,0.31802522,0.00000000
937,12.56564916,3.80522653
938,0.00000000,0.00000000
939,0.00000000,0.00000000
940,9.42194260,0.00000000
941,14.93627867,0.00000000
942,0.15505779,11.53121026
943,15.20318123,2.40647360
944,14.82121486,0.00000000
945,14.62552974,0.33584519
946,16.66459687,0.00000000
947,15.96499173,4.07851939
948,0.17438096,2.10724916
949,0.79033486,0.00000000
950,0.56881591,0.00000000
951,11.74794133,3.12212767
952,3.00262678,0.00000000
953,5.04823215,0.00000000
954,17.11145090,6.53605354
955,16.67968490,15.89132871
956,15.74825373,16.73899467
957,16.29276391,14.97436223
958,16.45879019,13.26264372
959,17.11149812,8.55732244
960,17.08626453,15.18909523
961,16.19697529,16.44844071
962,15.63998410,9.63963112
963,2.39598381,0.62283842
964,1.55993380,0.00000000
965,9.99510892,12.42008817
966,18.94466957,5.97863891
967,15.37067224,0.00000000
968,16.98928068,8.00829955
969,16.29810114,11.05980721
970,16.72607840,5.94415362
971,16.16057304,6.06972107
972,16.02834424,10.92365718
973,16.94431029,13.06180857
974,16.78400970,11.70967556
975,16.69593070,4.59660875
976,15.34946430,1.70977290
977,15.35093548,0.00000000
978,15.32614967,0.46744931
979,13.06012966,9.47266068
980,0.00000000,0.00000000
981,0.00000000,0.00000000
982,0.00000000,0.00000000
983,0.00000000,0.00000000
984,0.00000000,0.00000000
985,0.00000000,0.00000000
986,0.00000000,0.00000000
987,0.00000000,0.00000000
